Executed on: 2023-09-18 02:40:57.928980
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM811 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.874400, 2.878125, 14.114900
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1058.411566, -1054.392101
    Number of energy states: 60
    Energy spacing (eV): 0.068127
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 00000000 	Time(s): 0.819685
    -- MCMC Step: 00010000 	Time(s): 1611.457991
    -- MCMC Step: 00020000 	Time(s): 3268.896129
    -- MCMC Step: 00030000 	Time(s): 4933.078424
    -- MCMC Step: 00040000 	Time(s): 6559.862708
    -- MCMC Step: 00050000 	Time(s): 8247.384861
    -- MCMC Step: 00060000 	Time(s): 9854.543549
    -- MCMC Step: 00070000 	Time(s): 11513.862770
    -- MCMC Step: 00080000 	Time(s): 13277.033610
    -- MCMC Step: 00090000 	Time(s): 14887.947711
    -- MCMC Step: 00100000 	Time(s): 16564.669286
    -- MCMC Step: 00110000 	Time(s): 18211.314029
    -- MCMC Step: 00120000 	Time(s): 19841.252269
    -- MCMC Step: 00130000 	Time(s): 21610.043361
    -- MCMC Step: 00140000 	Time(s): 23309.768954
    -- MCMC Step: 00150000 	Time(s): 25010.399665
    -- MCMC Step: 00160000 	Time(s): 26670.400450
    -- MCMC Step: 00170000 	Time(s): 28348.734829
    -- MCMC Step: 00180000 	Time(s): 29991.550472
    -- MCMC Step: 00190000 	Time(s): 31706.282433
    -- MCMC Step: 00200000 	Time(s): 33431.612213
    -- MCMC Step: 00210000 	Time(s): 35145.260722
    -- MCMC Step: 00220000 	Time(s): 36901.845140
    -- MCMC Step: 00230000 	Time(s): 38607.915707
    -- MCMC Step: 00240000 	Time(s): 40299.506620
    -- MCMC Step: 00250000 	Time(s): 41940.969316
    -- MCMC Step: 00260000 	Time(s): 43608.226951
    -- MCMC Step: 00270000 	Time(s): 45180.990626
    -- MCMC Step: 00280000 	Time(s): 46832.425570
    -- MCMC Step: 00290000 	Time(s): 48480.866187
    -- MCMC Step: 00300000 	Time(s): 50114.287720
    -- MCMC Step: 00310000 	Time(s): 51782.392467
    -- MCMC Step: 00320000 	Time(s): 53483.553371
    -- MCMC Step: 00330000 	Time(s): 55168.956959
    -- MCMC Step: 00340000 	Time(s): 56810.519352
    -- MCMC Step: 00350000 	Time(s): 58452.206639
    -- MCMC Step: 00360000 	Time(s): 60092.065379
    -- MCMC Step: 00370000 	Time(s): 61727.643247
    -- MCMC Step: 00380000 	Time(s): 63396.013307
    -- MCMC Step: 00390000 	Time(s): 65047.525467
    -- MCMC Step: 00400000 	Time(s): 66657.173205
    -- MCMC Step: 00410000 	Time(s): 68307.860829
    -- MCMC Step: 00420000 	Time(s): 69968.277826
    -- MCMC Step: 00430000 	Time(s): 71685.084492
    -- MCMC Step: 00440000 	Time(s): 73309.365935
    -- MCMC Step: 00450000 	Time(s): 74904.348548
    -- MCMC Step: 00460000 	Time(s): 76531.721312
    -- MCMC Step: 00470000 	Time(s): 78258.826823
    -- MCMC Step: 00480000 	Time(s): 79951.950879
    -- MCMC Step: 00490000 	Time(s): 81621.063701
    -- MCMC Step: 00500000 	Time(s): 83284.024334
    -- MCMC Step: 00510000 	Time(s): 85003.064902
