Executed on: 2023-09-26 01:12:58.547256
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM523 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.880780, 2.890300, 14.150000
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1083.319505, -1068.137526
    Number of energy states: 60
    Energy spacing (eV): 0.257322
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 02630000 	Time(s): 1065393.998649
    -- MCMC Step: 02640000 	Time(s): 1068904.319831
    -- MCMC Step: 02650000 	Time(s): 1072409.315241
    -- MCMC Step: 02660000 	Time(s): 1075905.932899
    -- MCMC Step: 02670000 	Time(s): 1079466.522862
    -- MCMC Step: 02680000 	Time(s): 1082900.815366
    -- MCMC Step: 02690000 	Time(s): 1086164.198569
    -- MCMC Step: 02700000 	Time(s): 1089352.586445
    -- MCMC Step: 02710000 	Time(s): 1092495.703203
    -- MCMC Step: 02720000 	Time(s): 1095629.524037
    -- MCMC Step: 02730000 	Time(s): 1098687.730510
    -- MCMC Step: 02740000 	Time(s): 1101757.418613
    -- MCMC Step: 02750000 	Time(s): 1104828.118116
    -- MCMC Step: 02760000 	Time(s): 1107776.155725
    -- MCMC Step: 02770000 	Time(s): 1110707.546247
    -- MCMC Step: 02780000 	Time(s): 1113733.404309
    -- MCMC Step: 02790000 	Time(s): 1116888.598006
    -- MCMC Step: 02800000 	Time(s): 1119961.363329
    -- MCMC Step: 02810000 	Time(s): 1122980.275126
    -- MCMC Step: 02820000 	Time(s): 1125986.815104
    -- MCMC Step: 02830000 	Time(s): 1129001.943649
    -- MCMC Step: 02840000 	Time(s): 1132025.667999
    -- MCMC Step: 02850000 	Time(s): 1135063.362093
    -- MCMC Step: 02860000 	Time(s): 1138106.934232
    -- MCMC Step: 02870000 	Time(s): 1141102.575900
    -- MCMC Step: 02880000 	Time(s): 1144100.606770
    -- MCMC Step: 02890000 	Time(s): 1147106.475387
    -- MCMC Step: 02900000 	Time(s): 1150105.701414
    -- MCMC Step: 02910000 	Time(s): 1153116.038650
    -- MCMC Step: 02920000 	Time(s): 1156150.469219
    -- MCMC Step: 02930000 	Time(s): 1159157.585131
    -- MCMC Step: 02940000 	Time(s): 1162179.380749
    -- MCMC Step: 02950000 	Time(s): 1165178.835755
    -- MCMC Step: 02960000 	Time(s): 1168229.849399
    -- MCMC Step: 02970000 	Time(s): 1171153.114410
    -- MCMC Step: 02980000 	Time(s): 1173945.211747
    -- MCMC Step: 02990000 	Time(s): 1176585.410135
    -- MCMC Step: 03000000 	Time(s): 1179184.666894
    -- MCMC Step: 03010000 	Time(s): 1181776.865429
    -- MCMC Step: 03020000 	Time(s): 1184355.288295
    -- MCMC Step: 03030000 	Time(s): 1186929.409899
    -- MCMC Step: 03040000 	Time(s): 1189542.845553
    -- MCMC Step: 03050000 	Time(s): 1192132.085986
    -- MCMC Step: 03060000 	Time(s): 1194722.726170
    -- MCMC Step: 03070000 	Time(s): 1197446.275169
    -- MCMC Step: 03080000 	Time(s): 1200226.005908
    -- MCMC Step: 03090000 	Time(s): 1202900.480823
