Executed on: 2023-09-26 01:12:53.006641
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM523 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.880780, 2.890300, 14.150000
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1083.319505, -1068.137526
    Number of energy states: 60
    Energy spacing (eV): 0.257322
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 00000000 	Time(s): 0.640394
    -- MCMC Step: 00010000 	Time(s): 1971.987813
    -- MCMC Step: 00020000 	Time(s): 4164.272832
    -- MCMC Step: 00030000 	Time(s): 6307.776644
    -- MCMC Step: 00040000 	Time(s): 8403.429560
    -- MCMC Step: 00050000 	Time(s): 10657.040012
    -- MCMC Step: 00060000 	Time(s): 13977.473596
    -- MCMC Step: 00070000 	Time(s): 17292.875746
    -- MCMC Step: 00080000 	Time(s): 20783.617229
    -- MCMC Step: 00090000 	Time(s): 24369.974493
    -- MCMC Step: 00100000 	Time(s): 27851.542052
    -- MCMC Step: 00110000 	Time(s): 31185.128126
    -- MCMC Step: 00120000 	Time(s): 34477.338921
    -- MCMC Step: 00130000 	Time(s): 37830.112893
    -- MCMC Step: 00140000 	Time(s): 41163.567142
    -- MCMC Step: 00150000 	Time(s): 44478.187559
    -- MCMC Step: 00160000 	Time(s): 47815.289064
    -- MCMC Step: 00170000 	Time(s): 51173.854525
    -- MCMC Step: 00180000 	Time(s): 54521.953066
    -- MCMC Step: 00190000 	Time(s): 57928.815287
    -- MCMC Step: 00200000 	Time(s): 61338.410937
    -- MCMC Step: 00210000 	Time(s): 64766.279097
    -- MCMC Step: 00220000 	Time(s): 68222.323971
    -- MCMC Step: 00230000 	Time(s): 71682.969814
    -- MCMC Step: 00240000 	Time(s): 75093.945143
    -- MCMC Step: 00250000 	Time(s): 78392.167176
    -- MCMC Step: 00260000 	Time(s): 81802.501614
    -- MCMC Step: 00270000 	Time(s): 85500.998925
    -- MCMC Step: 00280000 	Time(s): 89574.986256
    -- MCMC Step: 00290000 	Time(s): 93388.114907
    -- MCMC Step: 00300000 	Time(s): 97439.056790
    -- MCMC Step: 00310000 	Time(s): 101532.726986
    -- MCMC Step: 00320000 	Time(s): 105652.789944
    -- MCMC Step: 00330000 	Time(s): 109959.369901
    -- MCMC Step: 00340000 	Time(s): 114342.340718
    -- MCMC Step: 00350000 	Time(s): 118954.592214
    -- MCMC Step: 00360000 	Time(s): 123671.402425
    -- MCMC Step: 00370000 	Time(s): 128336.597503
    -- MCMC Step: 00380000 	Time(s): 133084.050452
    -- MCMC Step: 00390000 	Time(s): 137745.824770
    -- MCMC Step: 00400000 	Time(s): 142496.851601
    -- MCMC Step: 00410000 	Time(s): 147158.322658
    -- MCMC Step: 00420000 	Time(s): 151857.878147
    -- MCMC Step: 00430000 	Time(s): 156549.118777
    -- MCMC Step: 00440000 	Time(s): 161197.072247
    -- MCMC Step: 00450000 	Time(s): 165848.360111
    -- MCMC Step: 00460000 	Time(s): 170507.269755
    -- MCMC Step: 00470000 	Time(s): 175114.197742
    -- MCMC Step: 00480000 	Time(s): 179633.149104
    -- MCMC Step: 00490000 	Time(s): 184093.538052
    -- MCMC Step: 00500000 	Time(s): 188420.290438
    -- MCMC Step: 00510000 	Time(s): 193054.150404
