Executed on: 2023-09-21 02:33:35.750182
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM622 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.873440, 2.877225, 14.130600
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1075.388829, -1064.828767
    Number of energy states: 60
    Energy spacing (eV): 0.178984
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 01000000 	Time(s): 247239.959247
    -- MCMC Step: 01010000 	Time(s): 249425.686142
    -- MCMC Step: 01020000 	Time(s): 251609.043229
    -- MCMC Step: 01030000 	Time(s): 253807.544602
    -- MCMC Step: 01040000 	Time(s): 256000.261091
    -- MCMC Step: 01050000 	Time(s): 258064.187325
    -- MCMC Step: 01060000 	Time(s): 260023.993801
    -- MCMC Step: 01070000 	Time(s): 261969.988587
    -- MCMC Step: 01080000 	Time(s): 263925.153455
    -- MCMC Step: 01090000 	Time(s): 265873.163650
    -- MCMC Step: 01100000 	Time(s): 267843.460310
    -- MCMC Step: 01110000 	Time(s): 269781.785746
    -- MCMC Step: 01120000 	Time(s): 271710.024158
    -- MCMC Step: 01130000 	Time(s): 273641.728480
    -- MCMC Step: 01140000 	Time(s): 275598.239720
    -- MCMC Step: 01150000 	Time(s): 277565.376287
    -- MCMC Step: 01160000 	Time(s): 279526.894796
    -- MCMC Step: 01170000 	Time(s): 281499.373253
    -- MCMC Step: 01180000 	Time(s): 283227.236343
    -- MCMC Step: 01190000 	Time(s): 284766.210476
    -- MCMC Step: 01200000 	Time(s): 286329.719863
    -- MCMC Step: 01210000 	Time(s): 287899.943135
    -- MCMC Step: 01220000 	Time(s): 289484.416461
    -- MCMC Step: 01230000 	Time(s): 291076.221916
    -- MCMC Step: 01240000 	Time(s): 292684.107146
    -- MCMC Step: 01250000 	Time(s): 294275.594181
    -- MCMC Step: 01260000 	Time(s): 295860.683282
    -- MCMC Step: 01270000 	Time(s): 297411.466625
    -- MCMC Step: 01280000 	Time(s): 298961.209383
    -- MCMC Step: 01290000 	Time(s): 300518.351595
    -- MCMC Step: 01300000 	Time(s): 302144.799595
